REG;IND_OPER;IND_EMIT;COD_PART;COD_MOD;;COD_SIT;SER;NUM_DOC;CHV_NFE;DT_DOC;DT_E_S;VL_DOC;IND_PGTO;VL_DESC;VL_ABAT_NT;VL_MERC;IND_FRETE;VL_FRT;VL_SEG;VL_OUT_DA;VL_BC_ICMS;VL_ICMS;VL_BC_ICMS_ST;VL_ICMS_ST;VL_IPI;VL_PIS;VL_COFINS;VL_PIS_ST;VL_COFINS_ST
C100;0;1;4230;55;00;1;189788;41201206164241000109550010001897881002209457;29122020;04012021;28269;0;;;28269;9;;;;28269;1978,83;;;;;;;;


