1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;empresa_competencia;NF
;C190;000;2102;12;8640;8640;1036,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;29210202626466000112550010001367641100145943
;C190;060;2403;;9699,03;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26210284140101053556551010005787671564834917
;C190;000;2102;12;76058;76058;9126,96;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;52210201519995000133550010007195291466889056
;C190;000;2102;7;29934,33;29934,33;2095,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41210277579395000228550050021621791138201304
;C190;000;1102;18;3613,05;3441;619,38;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210212024340000118550010000447101780758574
;C190;000;1102;18;5362,56;5362,56;965,26;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210283631016004897550010000616671914320002
;C190;000;2102;7;35222,4;35222,4;2465,57;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41210213233032000100550010000424051004580840
;C190;000;2102;12;17030,34;16961,51;2035,39;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;27210209997379000192550020005563561384519718
;C190;000;2102;12;28876,47;28876,47;3465,17;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26210302423534000192550010003095491227350929
;C190;000;2102;4;4520,9;4520,9;180,84;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26210202423534000192550010003091991905318827
;C190;000;2102;12;7022,4;7022,4;842,69;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;27210219692726000112550010000374441591439380
;C190;000;2102;7;11627,8;11627,8;813,95;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;35210264143031000107550010002797111485647160
;C190;020;2102;12;33965,33;19811,98;2377,43;0;0;14153,35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17210304043630000373550010002595561002789036
;C190;090;2102;;1205,89;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17210304043630000373550010002595561002789036
;C190;000;1102;18;4826,5;4826,5;868,77;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103107092970001365500100010054361524594028
;C190;000;1102;18;20956,71;20956,71;3772,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000622521528851982
;C190;000;1102;18;10500;10500;1890;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103107092970001365500100010064181036211886
;C190;000;2102;7;150009,6;150009,6;10500,67;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43210389993239003875550010000778491496245857
;C190;000;2102;7;68532,01;68532,01;4797,24;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43210389993239000183550010019713971438338310
;C190;000;1102;18;4826,5;4826,5;868,77;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103107092970001365500100010071081056269962
;C190;060;1653;;4713,59;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000350021000754308
;C190;060;1653;;2233,4;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000349841001634004
;C190;060;1653;;1850,25;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000349851001644171
;C190;060;1653;;1600,27;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000349701001633231
;C190;090;1556;;3860;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242101229275790001055500100000273971000074519
;C190;090;1556;;180;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103229275790001055500100000276821000077403
;C190;090;1556;;429;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103229275790001055500100000276401000076989
;C190;090;1556;;1510;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103229275790001055500100000276301000076885
;C190;090;1556;;1004,15;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103245449450001845500100000232931000034241
;C190;060;1653;;2099,99;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000350221001712474
;C190;090;1556;;673,35;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210308082720000153550010008790661199963949
;C190;060;1653;;376,84;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210300505655000190550010000559011518005124
;C190;090;1556;;966,16;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210300505655000190550010000559011518005124
;C190;090;1556;;480;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103229275790001055500100000277041000077623
;C190;060;1653;;317,5;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103083804030001465500100000269861000061365
;C190;090;1556;;1063;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103083804030001465500100000269861000061365
;C190;060;1653;;2175,36;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000350431000836412
;C190;060;1653;;3113,15;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000350131001737354
;C190;060;1653;;1498,36;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000350551000850416
;C190;060;1407;;185;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210301311313000100550000000364051000165956
;C190;060;1407;;988;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103046474760001375500100000256151000046820
;C190;090;1556;;117;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103046474760001375500100000256151000046820
;C190;060;1653;;2292,57;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210304443134000161550010000350661001325130
;C190;000;2102;4;47011,2;47011,2;1880,45;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;42210311710307000284550080000906911977870000
;C190;000;2102;7;71844,66;71844,66;5029,13;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;41210305958589000143550030001971451005343166
;C190;000;1102;18;6822,1;6822,1;1227,98;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000626821250172729
;C190;000;1102;18;532,8;532,8;95,9;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210301312723032916550010009101111912128795
;C190;000;1910;18;589,79;589,79;106,16;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000630171417722534
;C190;060;1910;;787,73;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210307671816005427550010003756971301205090
;C190;060;1403;;15867,52;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210307671816005427550010003756961301205085
;C190;000;2102;12;319,8;319,8;38,37;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;232102266623260001635500100000231551586816048
;C190;000;1102;18;10080;10080;1814,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;242103107092970001365500100010099051740599996
;C190;000;1910;18;400,02;400,02;72;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000631641535073060
;C190;000;1102;18;16594,56;16594,56;2987,02;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000631601109623493
;C190;000;1102;18;5076,93;5076,93;913,85;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000631611370408859
;C190;020;1102;18;8467,2;5644,8;1016,06;0;0;2822,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383631016004897550010000631611370408859
;C190;000;1102;18;2342,5;2342,5;421,65;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383134441009173550010000826031698818432
;C190;000;2102;7;196620;196620;13763,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;31210342820108000105550010017847091337008361
;C190;020;2102;12;35685,57;20816,45;2497,97;0;0;14869,12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17210304043630000373550010002607221002886479
;C190;000;1102;18;1332,06;1332,06;239,77;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210383134441009173550010000835881237433009
;C190;040;1102;;320;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210300707977000154550010003511211518005124
;C190;000;2102;7;61227;61227;4285,89;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;31210300203832000160550010027192711005256078
;C190;000;5102;18;97,6;97,6;17,57;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722671035822200
;C190;020;5102;18;111,85;74,57;13,42;0;0;37,28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722671035822200
;C190;000;5102;18;9,5;9,5;1,71;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722681445003525
;C190;020;5102;18;111,85;74,57;13,42;0;0;37,28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722681445003525
;C190;000;5102;18;248,15;248,15;44,67;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722711903361231
;C190;020;5102;18;64;42,67;7,68;0;0;21,33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722711903361231
;C190;060;5405;;18,49;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722711903361231
;C190;000;5102;18;630,98;630,98;113,58;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722741885623847
;C190;060;5405;;280,99;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722741885623847
;C190;000;5102;18;35,95;35,95;6,47;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722751738603814
;C190;020;5102;18;112,8;75,2;13,54;0;0;37,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722751738603814
;C190;000;5102;18;85;85;15,3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722771591988319
;C190;060;5405;;39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722771591988319
;C190;000;5102;18;605,79;605,79;109,05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722781640717511
;C190;020;5102;18;215,81;143,88;25,9;0;0;71,93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722781640717511
;C190;000;5102;18;736,91;736,91;132,64;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722791316011100
;C190;020;5102;18;431,6;287,75;51,8;0;0;143,85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722791316011100
;C190;060;5405;;92,79;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722791316011100
;C190;000;5102;18;252,2;252,2;45,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722801109075383
;C190;020;5102;18;761,45;507,66;91,38;0;0;253,79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722801109075383
;C190;000;5102;18;1769,25;1769,25;318,47;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722811633552109
;C190;020;5102;18;293,4;195,61;35,21;0;0;97,79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722811633552109
;C190;000;5102;18;49,85;49,85;8,97;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722821094677862
;C190;000;5102;18;75,04;75,04;13,51;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722851680357260
;C190;020;5102;18;253,28;168,86;30,4;0;0;84,42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722851680357260
;C190;000;5102;18;73,35;73,35;13,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722861919377607
;C190;060;5405;;53,8;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722861919377607
;C190;000;5102;18;537,55;537,55;96,75;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722871993473310
;C190;040;1102;;2923,2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722881665149858
;C190;000;5102;18;131,37;131,37;23,65;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722901896987652
;C190;020;5102;18;1198,39;798,97;143,81;0;0;399,42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722901896987652
;C190;000;5102;18;919,42;919,42;165,49;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722911534876301
;C190;020;5102;18;922,62;615,11;110,72;0;0;307,51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722911534876301
;C190;020;5102;18;2829,49;1886,43;339,56;0;0;943,06;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722921365561144
;C190;000;5102;18;980,15;980,15;176,43;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722951239736510
;C190;020;5102;18;217;144,67;26,04;0;0;72,33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722951239736510
;C190;060;5405;;373,8;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722951239736510
;C190;000;5102;18;197,5;197,5;35,55;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722961173367756
;C190;020;5102;18;111,85;74,57;13,42;0;0;37,28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001722991134395142
;C190;000;5102;18;39,5;39,5;7,11;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723001773657440
;C190;020;5102;18;784;522,69;94,08;0;0;261,31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723011086109998
;C190;000;5102;18;272,26;272,26;49,01;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723021744119006
;C190;000;5102;18;104,5;104,5;18,81;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723031177885391
;C190;020;5102;18;431,62;287,76;51,8;0;0;143,86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723031177885391
;C190;060;5405;;74;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723031177885391
;C190;000;5102;18;285,42;285,42;51,37;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723041736506483
;C190;000;5102;18;507,46;507,46;91,34;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723051920363484
;C190;020;5102;18;574,72;383,15;68,98;0;0;191,57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723051920363484
;C190;020;5102;18;276,96;184,65;33,23;0;0;92,31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723061915916630
;C190;020;5102;18;256,98;171,32;30,83;0;0;85,66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723071477445620
;C190;000;5102;18;763,27;763,27;137,39;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723081606449730
;C190;000;5102;18;122,59;122,59;22,07;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723091640269282
;C190;000;5102;18;532,19;532,19;95,8;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723101637641037
;C190;020;5102;18;499,71;333,16;59,97;0;0;166,55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723101637641037
;C190;000;5102;18;116,89;116,89;21,04;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723111200645470
;C190;020;5102;18;81,92;54,61;9,83;0;0;27,31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723111200645470
;C190;000;5102;18;116,34;116,34;20,94;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723121844978791
;C190;020;5102;18;199,57;133,06;23,95;0;0;66,51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723121844978791
;C190;000;5102;18;100,69;100,69;18,13;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723131727859602
;C190;020;5102;18;135,32;90,22;16,24;0;0;45,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723131727859602
;C190;000;5102;18;115,08;115,08;20,71;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723141703789091
;C190;020;5102;18;225,6;150,41;27,07;0;0;75,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723151665285157
;C190;000;5102;18;302,6;302,6;54,47;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723161171580961
;C190;020;5102;18;144;96;17,28;0;0;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723161171580961
;C190;020;5102;18;111,85;74,57;13,42;0;0;37,28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723171281316816
;C190;020;5102;18;595,25;396,85;71,44;0;0;198,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723181335996833
;C190;000;5102;18;110,67;110,67;19,92;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723191099845870
;C190;020;5102;18;381,59;254,4;45,79;0;0;127,19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723191099845870
;C190;000;5102;18;207,36;207,36;37,33;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723211896968613
;C190;020;5102;18;223,7;149,14;26,85;0;0;74,56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723221271754322
;C190;040;5102;;335,34;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723251039572034
;C190;000;5102;18;472,11;472,11;84,98;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723261039189130
;C190;020;5102;18;329,42;219,63;39,54;0;0;109,79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723261039189130
;C190;000;5102;18;76;76;13,68;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723271860695114
;C190;020;5102;18;111,85;74,57;13,42;0;0;37,28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723271860695114
;C190;060;6411;;156;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723281952831402
;C190;000;5102;18;173,92;173,92;31,31;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723301553846013
;C190;000;5102;18;166,8;166,8;30,03;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723311734137984
;C190;000;5102;18;226,26;226,26;40,73;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723341420549602
;C190;020;5102;18;194,85;129,9;23,38;0;0;64,95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723341420549602
;C190;000;5102;18;227,65;227,65;40,97;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723391538886340
;C190;020;5102;18;348,5;232,34;41,82;0;0;116,16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723391538886340
;C190;000;5102;18;605,45;605,45;108,98;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723401831265800
;C190;000;5102;18;37,62;37,62;6,77;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723411833037534
;C190;020;5102;18;111,85;74,57;13,42;0;0;37,28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723411833037534
;C190;000;5102;18;33;33;5,94;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723421185936780
;C190;020;5102;18;33,96;22,64;4,08;0;0;11,32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723421185936780
;C190;000;5102;18;77,45;77,45;13,94;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723431353106812
;C190;020;5102;18;215,81;143,88;25,9;0;0;71,93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723431353106812
;C190;000;5102;18;273,96;273,96;49,31;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723441035474823
;C190;000;5102;18;296;296;53,28;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723451016952704
;C190;000;5102;18;170,91;170,91;30,76;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723461661450672
;C190;020;5102;18;45,95;30,63;5,51;0;0;15,32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723461661450672
;C190;060;5405;;34,49;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723461661450672
;C190;000;5102;18;576,96;576,96;103,86;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723471859767380
;C190;000;5102;18;73,45;73,45;13,22;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723481064804665
;C190;020;5102;18;215,81;143,88;25,9;0;0;71,93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723481064804665
;C190;000;5102;18;183;183;32,94;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723491959640483
;C190;020;5102;18;570,24;380,18;68,43;0;0;190,06;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723491959640483
;C190;000;5102;18;452,39;452,39;81,43;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723501776413527
;C190;020;5102;18;17,4;11,6;2,09;0;0;5,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723501776413527
;C190;000;5102;18;50,28;50,28;9,05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723511175729756
;C190;020;5102;18;778,32;518,9;93,41;0;0;259,42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723511175729756
;C190;060;5405;;57;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723511175729756
;C190;000;5102;18;588,03;588,03;105,85;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723521508696510
;C190;020;5102;18;140,32;93,55;16,84;0;0;46,77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723521508696510
;C190;000;5102;18;232,6;232,6;41,87;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24210311215452000118550010001723531326933297
